index,Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
63,Top Gun: Maverick,26-05-2022,"Action, Drama", English,1481369482,170000000,Australia,83
64,On a Wing and a Prayer,06-04-2023,"Drama, Thriller", English,445526734.8,147400000,United States,65
65,Sniper: The White Raven,24-08-2022,"War, Drama", Ukrainian,102414815.2,1000000,Ukraine,76
66,The Enforcer,01-12-2022,"Action, Crime, Drama, Thriller", English,102023958,1261569,Australia,74
67,Diabolik - Ginko Attacks,17-11-2022,"Crime, Action", Italian,1228459,21680000,Italy,57
68,Scream VI,09-03-2023,"Horror, Mystery, Thriller", English,167273149,35000000,Australia,73
69,Avatar,17-12-2009,"Action, Adventure, Fantasy, Science Fiction", English,2923706026,237000000,Australia,76
70,Breaking,26-08-2022,"Crime, Drama, Thriller", English,318039059.2,72000000,United States,67
71,Tetris,31-03-2023,"Thriller, History, Drama", English,594334899,172000000,United Kingdom,78
72,65,09-03-2023,"Thriller, Science Fiction, Action", English,56072012,45000000,Australia,63
73,Thor: Love and Thunder,06-07-2022,"Fantasy, Action, Comedy", English,760928081,250000000,Australia,66
74,Arctic Void,14-01-2022,"Science Fiction, Thriller", English,872776677.4,147200000,United States,47
75,Terrifier 2,28-10-2022,Horror, English,12964783,250000,Australia,69
76,John Wick,26-11-2014,"Action, Thriller", English,75958800,30000000,Australia,74
77,Spider-Man: No Way Home,16-12-2021,"Action, Adventure, Science Fiction", English,1910048245,200000000,Australia,80
78,R.I.P.D. 2: Rise of the Damned,15-11-2022,"Action, Comedy, Fantasy, Crime", English,539054106.6,52000000,United States,66
79,Dolphin Boy,07-04-2022,"Animation, Adventure, Fantasy, Comedy", Russian,489779661,115000000,Russia,65
80,Guillermo del Toro's Pinocchio,24-11-2022,"Animation, Fantasy, Drama, Music", English,81567666.2,35000000,Australia,82
81,A Frozen Rooster,14-12-2022,"Animation, Adventure, Comedy, Family"," Spanish, Castilian",604874932.2,113880000,Mexico,79
82,Dragon Ball Super: Super Hero,18-08-2022,"Animation, Science Fiction, Action", Japanese,86562140,43602530.2,Australia,79
83,Nocebo,04-11-2022,"Mystery, Thriller, Horror", English,586323916.4,112000000,United States,63
84,Prey,05-08-2022,"Thriller, Action, Science Fiction", English,0,65000000,Australia,78
85,Hex,01-11-2022,"Action, Horror, Thriller", English,457839055.6,117480000,United States,61
86,Medieval,09-09-2022,"Action, Drama, History", English,4311284,23000000,United States,72
87,Barbie: Skipper and the Big Babysitting Adventure,16-03-2023,"Family, Animation", English,716009340.2,134400000,United States,73
88,Super Mario Bros.,10-06-1993,"Action, Adventure, Comedy, Family, Science Fiction", English,20844907,42000000,Australia,43
89,Transfusion,05-01-2023,"Crime, Thriller, Drama", English,260353036.4,104580000,Australia,64
90,Jurassic World Dominion,09-06-2022,"Adventure, Action, Science Fiction", English,1001978080,165000000,Australia,69
91,The Boss Baby: Christmas Bonus,06-12-2022,"Animation, Family, Adventure", English,455134472.8,51000000,United States,68
92,Shazam!,04-04-2019,"Action, Comedy, Fantasy", English,363563907,85000000,Australia,70
93,El Ãºltimo hombre sobre la Tierra,22-12-2022,Comedy," Spanish, Castilian",246367071,100000000,Colombia,65
94,All Quiet on the Western Front,13-10-2022,"Drama, War, History", German,326479707.4,20000000,Australia,78
95,Violent Night,01-12-2022,"Action, Comedy, Crime, Thriller", English,76599607,20000000,Australia,76
96,Scream,13-01-2022,"Horror, Mystery, Thriller", English,138874789,24000000,Australia,67
97,Scream,13-01-2022,"Horror, Mystery, Thriller", English,173046640,15000000,Australia,67
98,Devotion,20-01-2023,"War, History, Drama", English,20000000,90000000,Australia,74
99,The Woman King,27-10-2022,"Action, Drama, History", English,94374749,50000000,Australia,78
100,Evil Dead Rise,20-04-2023,"Horror, Thriller", English,469254456.2,132500000,Australia,74
101,Perfect Addiction,16-02-2023,"Drama, Romance, Action", English,387664307.6,79800000,Germany,67
102,Project Gemini,06-01-2022,"Science Fiction, Horror", English,308786595.8,134000000,Russia,58
103,Doctor Strange in the Multiverse of Madness,05-05-2022,"Fantasy, Action, Adventure", English,952224986,200000000,Australia,74
104,There Are No Saints,01-07-2022,"Action, Mystery, Thriller", English,194565354,136400000,Australia,53
105,Avengers: Infinity War,25-04-2018,"Adventure, Action, Science Fiction", English,2048359754,300000000,Australia,83
106,Smile,23-09-2022,"Horror, Mystery, Thriller", English,216049734,17000000,Australia,68
107,Â¡Que Viva MÃ©xico!,23-03-2023,Comedy," Spanish, Castilian",947468745.8,100100000,Mexico,47
108,Detective Knight: Independence,20-01-2023,"Action, Crime, Thriller", English,772865923.6,134200000,United States,56
109,Strange World,24-11-2022,"Animation, Family, Adventure, Science Fiction", English,69566884,135000000,Australia,65
110,The Ten Commandments,12-12-1958,"Drama, History", English,85433929,13500000,Australia,78
111,The Ten Commandments,12-12-1958,"Drama, History", English,1051907,10000000,Australia,78
112,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,29-03-2019,"Action, Animation, Fantasy", Japanese,645532173.4,129000000,Japan,80
113,Four's a Crowd,28-10-2022,Comedy," Spanish, Castilian",271669045.6,110000000,Spain,63
114,Minions: The Rise of Gru,04-07-2022,"Animation, Comedy, Family", English,939200081,80000000,Australia,75
115,Creed II,06-12-2018,Drama, English,213591522,50000000,Australia,70
116,Creed,26-11-2015,Drama, English,173567581,37000000,Australia,74
117,Beast,25-08-2022,"Thriller, Action, Horror, Adventure", English,59103794,36000000,Australia,68
118,Fast X,19-05-2023,"Action, Crime, Thriller", English,0,340000000,United States,0
119,My Name Is Vendetta,30-11-2022,"Action, Crime, Thriller", Italian,365992130.6,113000000,Australia,68
120,Wrath of Man,29-04-2021,"Action, Crime, Thriller", English,103913405,40000000,Australia,77
121,Jeepers Creepers: Reborn,22-09-2022,"Horror, Thriller, Mystery", English,5954938,5000000,Australia,57
122,Turning Red,11-03-2022,"Animation, Family, Comedy, Fantasy", English,10964971,175000000,Australia,75
123,Encanto,28-11-2021,"Animation, Comedy, Family, Fantasy", English,231120602,150000000,Australia,76
124,Prancer: A Christmas Tale,22-11-2022,"Family, Fantasy", English,284184080,86800000,United States,59
125,Magic Mike's Last Dance,09-02-2023,"Comedy, Drama, Romance", English,52000000,45000000,Australia,72
126,"Lyle, Lyle, Crocodile",26-12-2022,"Comedy, Family, Music", English,107644101,50000000,Australia,75
127,The Penitent Thief,25-02-2021,Drama, English,23800,15160689,Australia,62
128,Hacksaw Ridge,07-10-2016,"Drama, History, War", English,169023926,40000000,Australia,82
129,Venus,02-12-2022,"Drama, Horror, Thriller"," Spanish, Castilian",7818479,6000000,Spain,55
130,The Offering,23-09-2022,Horror, English,134150172.6,103600000,United States,57
131,Jujutsu Kaisen 0,17-03-2022,"Animation, Action, Fantasy", Japanese,195870885,21835777,Australia,82
132,The Batman,02-03-2022,"Crime, Mystery, Thriller", English,766326717,200000000,Australia,77
133,Life in a Year,27-11-2020,"Drama, Romance", English,627851111.8,90000000,United States,83
134,Super Mario Brothers: Great Mission to Rescue Princess Peach,20-07-1986,"Animation, Comedy, Fantasy", Japanese,675230189,151600000,Japan,60
135,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",26-12-2005,"Adventure, Family, Fantasy", English,745013115,180000000,Australia,71
136,The Exorcism of God,01-07-2022,Horror, English,123516163.2,1500000,Australia,72
137,Ghosts of the Ozarks,04-02-2022,"Western, Horror, Mystery", English,548624602.6,113000000,United States,63
138,Kompromat,01-12-2022,"Thriller, Drama", French,302915354,155140000,Australia,65
139,Matadero,09-12-2022,Drama," Spanish, Castilian",346352260.6,73800000,Spain,60
140,Air,05-04-2023,Drama, English,5000000,28519270.6,Australia,79
141,Disenchanted,18-11-2022,"Comedy, Family, Fantasy", English,524597714.8,142600000,Australia,70
142,Luck,05-08-2022,"Animation, Adventure, Comedy, Fantasy", English,721203091.4,147000000,Australia,79
143,Bullet Train,04-08-2022,"Action, Comedy, Thriller", English,238534963,85900000,Australia,75
144,Night at the Museum: Kahmunrah Rises Again,09-12-2022,"Animation, Comedy, Family, Fantasy", English,508761361.2,124400000,United States,69
145,Blade of the 47 Ronin,25-10-2022,"Action, Drama, Fantasy, Thriller", English,431341845.4,131000000,Australia,67
146,Sing 2,26-12-2021,"Animation, Family", English,404655351,85000000,Australia,80
147,Shark Bait,06-06-2022,"Horror, Thriller, Action, Adventure", English,591557010.2,106000000,United Kingdom,59
148,Shrek,21-06-2001,"Animation, Comedy, Fantasy, Adventure, Family", English,491812794,50000000,Australia,77
149,Orgasm Inc: The Story of OneTaste,05-11-2022,Documentary, English,431611098,77400000,United States,64
150,In His Shadow,17-03-2023,"Drama, Thriller, Crime", French,407446362.4,133000000,France,62
151,Savage Salvation,02-12-2022,Thriller, English,244880855.2,85645,United States,66
152,Sisu,27-01-2023,"War, Action", Finnish,58748957.6,6200000,Finland,74
153,"Tango, Tequila and Some Lies",09-03-2023,"Comedy, Romance"," Spanish, Castilian",667037174.8,105800000,Mexico,77
154,Hotel Transylvania: Transformania,14-01-2022,"Animation, Comedy, Family, Fantasy, Adventure", English,557205138.2,116000000,Australia,71
155,Operation Fortune: Ruse de Guerre,12-01-2023,"Action, Thriller, Comedy", English,35800000,50000000,Australia,67
156,Kids vs. Aliens,20-01-2023,"Science Fiction, Horror, Adventure, Action", English,514828593.6,143200000,United States,60
157,Everything Everywhere All at Once,14-04-2022,"Action, Adventure, Science Fiction", English,114900000,25000000,Australia,79
158,Glass Onion: A Knives Out Mystery,23-11-2022,"Comedy, Crime, Mystery", English,13280000,40000000,Australia,71
159,Suro,02-12-2022,"Thriller, Drama"," Catalan, Valencian",522029092.4,80000000,Spain,73
160,The Lair,25-08-2022,"Horror, Action", English,307351568.6,118200000,United Kingdom,59
161,My Hero Academia: World Heroes' Mission,28-10-2021,"Animation, Action, Adventure, Science Fiction", Japanese,38410729,27164600,Australia,76
162,Unhappily Ever After,26-01-2023,"Comedy, Romance"," Spanish, Castilian",1109873157,149000000,Mexico,81
163,Evil Eye,22-09-2022,Horror," Spanish, Castilian",223147806.6,1704500,Mexico,68
164,Inspector Sun and the Curse of the Black Widow,28-12-2022,"Animation, Family"," Spanish, Castilian",494358731.6,98140000,Spain,68
165,The Price We Pay,13-01-2023,"Action, Thriller, Mystery, Crime, Horror", English,985255868.8,126800000,United States,60
166,Lupin The 3rd vs. Catâ€™s Eye,27-01-2023,"Animation, Action, Adventure, Comedy", Japanese,367393887.6,89600000,Australia,60
167,Murder Mystery,25-05-2019,"Comedy, Mystery", English,205809600.8,24000000,Australia,63
168,Luz Mala,17-11-2022,Horror," Spanish, Castilian",817860943.8,87600000,Argentina,43
169,Babylon,19-01-2023,"Drama, Comedy", English,63262638,110000000,Australia,75
170,The Lost City,30-03-2022,"Action, Adventure, Comedy", English,182921990,74000000,Australia,66
171,The Lost City,30-03-2022,"Action, Adventure, Comedy", English,5256839,9600000,Australia,66
172,Detective Knight: Rogue,21-10-2022,"Action, Crime, Thriller", English,725034225.6,50000000,United States,67
173,Cop Secret,20-10-2021,"Comedy, Action, Thriller", Icelandic,651717830,58100000,Iceland,61
174,The Quintessential Quintuplets Movie,01-12-2022,"Animation, Comedy, Romance", Japanese,17288993,2937023.8,Australia,84
175,Harry Potter and the Chamber of Secrets,28-11-2002,"Adventure, Fantasy", English,874954530,100000000,Australia,77
176,Kill Boksoon,31-03-2023,"Action, Thriller, Crime", Korean,763309047,119100000,South Korea,69
177,Candy Land,06-01-2023,"Horror, Thriller", English,492646395.4,54060000,United States,65
178,Venom: Let There Be Carnage,25-11-2021,"Science Fiction, Action, Adventure", English,506863592,110000000,Australia,69
179,Harry Potter and the Philosopher's Stone,29-11-2001,"Adventure, Fantasy", English,976475550,125000000,Australia,79
180,On the Count of Three,29-09-2022,"Comedy, Drama", English,354385756.2,101600000,Australia,66
181,Uncharted,17-02-2022,"Action, Adventure", English,400689914,120000000,Australia,70
182,DC League of Super-Pets,03-09-2022,"Animation, Action, Family, Comedy, Science Fiction", English,203000000,90000000,Australia,74
183,Moonfall,03-02-2022,Science Fiction, English,59053195,150000000,Australia,64
184,Athena,23-09-2022,Drama, French,509726081,75500000,France,67
185,Unicorn Wars,21-10-2022,"Action, Animation, Comedy, Fantasy, Horror, War"," Spanish, Castilian",27833,50610000,Spain,64
186,Teen Wolf: The Movie,27-01-2023,"Action, Fantasy, TV Movie", English,327346026.2,150400000,Australia,78
187,Fantastic Beasts: The Secrets of Dumbledore,07-04-2022,"Fantasy, Adventure, Family", English,404560145,200000000,Australia,68
188,Cars 3,22-06-2017,"Animation, Adventure, Comedy, Family", English,383541369,175000000,Australia,69
189,The Ledge,18-02-2022,"Thriller, Adventure", English,249984799.4,2500000,United States,66
190,The Big 4,15-12-2022,"Action, Comedy, Crime", Indonesian,339023160.4,98840000,Indonesia,71
191,Interstellar,06-11-2014,"Adventure, Drama, Science Fiction", English,648082655,165000000,Australia,84
192,Viking Wolf,03-02-2023,"Horror, Thriller, Mystery", Norwegian,405888913.2,139000000,Australia,59
193,20th Century Girl,06-10-2022,"Romance, Drama", Korean,77132590.4,119,South Korea,83
194,The Soccer Football Movie,09-11-2022,"Animation, Comedy, Family", English,798590398.8,79000000,United States,61
195,Boston Strangler,17-03-2023,"Thriller, Drama, Crime", English,521124690.4,117000000,Australia,67
196,Close,16-02-2023,Drama, French,3129968,26523270.6,Australia,78
197,Coraline,06-08-2009,"Animation, Family, Fantasy", English,126037057,60000000,Australia,78
198,Luther: The Fallen Sun,23-03-2023,"Thriller, Crime, Action, Mystery", English,513441742.2,111400000,Australia,69
199,Harry Potter and the Goblet of Fire,01-12-2005,"Adventure, Fantasy, Family", English,886742787,150000000,Australia,78
200,Piggy,14-10-2022,"Thriller, Drama, Horror"," Spanish, Castilian",380512,2400000,Spain,66
201,Orphan: First Kill,01-09-2022,"Horror, Thriller", English,9572765,51489867,Australia,68
202,Fullmetal Alchemist: The Final Alchemy,24-06-2022,"Action, Adventure, Fantasy", Japanese,514445172.4,133200000,Japan,63
203,Malcriados,15-02-2023,Comedy," Spanish, Castilian",586907459,116600000,Mexico,78
204,Polar,26-10-2022,"Action, Adventure, Thriller"," Spanish, Castilian",325759805.4,118000000,Spain,66
205,Jesus,19-10-1979,"Drama, History", English,600820848.4,179800000,United States,83
206,Harry Potter and the Half-Blood Prince,15-07-2009,"Adventure, Fantasy", English,929411069,250000000,Australia,77
207,Legend of the Galactic Heroes: Die Neue These - Intrigue 1,30-09-2022,Animation, Japanese,337725907.8,138000000,Japan,61
208,Noise,17-03-2023,"Drama, Thriller"," Dutch, Flemish",1052163302,147200000,United States,49
209,The Infernal Machine,23-09-2022,"Thriller, Mystery", English,367763875.4,88200000,United States,66
210,Abandoned,17-06-2022,"Horror, Mystery, Thriller", English,384573450.8,97760000,United States,63
211,The Ten Commandments: The Movie,28-01-2016,Drama, Portuguese,37070177,39307171,Brazil,72
212,The Avengers,25-04-2012,"Science Fiction, Action, Adventure", English,1515100211,225000000,Australia,77
213,The Avengers,25-04-2012,"Science Fiction, Action, Adventure", English,48585416,60000000,Australia,77
214,Still Time,22-10-2022,"Romance, Comedy, Drama", Italian,405994737.6,138000000,Italy,65
215,Exodus: Gods and Kings,11-12-2014,"Adventure, Drama, Action", English,268314513,140000000,Australia,58
216,Wolf Hound,01-09-2022,"War, Action", English,491960363.2,142000000,Australia,66
217,The Little Mermaid,26-05-2023,"Adventure, Family, Fantasy, Romance", English,178359863,205000000,United States,0
218,F9,17-06-2021,"Action, Adventure, Crime, Thriller", English,726229501,200000000,Australia,72
219,The Wolf of Wall Street,22-01-2014,"Crime, Drama, Comedy", English,389816136,100000000,Australia,80
220,Pinball: The Man Who Saved the Game,17-03-2023,"Comedy, Drama, History, Romance", English,469006626.2,146000000,United States,78
221,"Tad, the Lost Explorer and the Emerald Tablet",08-12-2022,"Animation, Adventure, Comedy, Family, Fantasy"," Spanish, Castilian",379074781.8,119200000,Australia,76
222,Brothers,18-03-2010,"Drama, Thriller, War", English,45043870,26000000,Australia,73
223,Brothers,18-03-2010,"Drama, Thriller, War", English,17856688,13000000,Australia,73
224,Harry Potter and the Prisoner of Azkaban,03-06-2004,"Adventure, Fantasy", English,789592708,130000000,Australia,80
225,Out of the Blue,20-10-2022,"Thriller, Romance", English,731767,4600000,Australia,46
226,RRR,25-03-2022,"Action, Drama", Telugu,160000000,69000000,Australia,78
227,Broker,30-03-2023,"Drama, Comedy", Korean,18632208,28648000,Australia,72
228,The Black Phone,30-06-2022,"Horror, Thriller", English,161440742,17000000,Australia,78
229,Tom and Jerry Snowman's Land,15-11-2022,"Family, Comedy, Animation, Adventure", English,689333138,57440000,United States,69
230,Transformers: Rise of the Beasts,09-06-2023,"Action, Adventure, Science Fiction", English,1240261.6,200000000,United States,0
231,Avengers: Endgame,24-04-2019,"Adventure, Science Fiction, Action", English,2794731755,400000000,Australia,83
232,Spider-Man: Across the Spider-Verse,02-06-2023,"Animation, Action, Adventure, Science Fiction", English,175269998.8,264940000,United States,0
233,MexZombies,26-10-2022,"Horror, Action, Comedy"," Spanish, Castilian",486333316,74400000,United States,71
234,Harry Potter and the Order of the Phoenix,11-07-2007,"Adventure, Fantasy, Mystery", English,939619849,150000000,Australia,77
235,The Northman,21-04-2022,"Action, Adventure, Fantasy", English,69633110,70000000,Australia,71
236,I Believe,07-11-2017,"Family, Drama", English,683545513.4,127600000,United States,70
237,Blue's Big City Adventure,18-11-2022,"Family, Adventure, Music, Animation", English,352601141.6,132000000,Australia,74
238,After Ever Happy,08-09-2022,"Romance, Drama", English,12467270,24220050,Australia,69
239,On the Line,17-11-2022,Thriller, English,16222303,10000000,Australia,62
240,Ben-Hur,12-05-1960,"Action, Drama, History", English,91669648,95000000,Australia,79
241,Ben-Hur,12-05-1960,"Action, Drama, History", English,73259017,15000000,Australia,79
242,The Next 365 Days,19-08-2022,"Romance, Drama", Polish,534358853.4,111600000,United States,65
243,Hocus Pocus 2,30-09-2022,"Fantasy, Comedy, Family", English,0,40000000,Australia,74
244,Morbius,31-03-2022,"Action, Science Fiction, Fantasy", English,162759437,75000000,Australia,62
245,Cars 2,11-06-2011,"Animation, Family, Adventure, Comedy", English,560155383,200000000,Australia,61
246,Tangled,06-01-2011,"Animation, Family", English,583777242,260000000,Australia,76
247,The Minute You Wake Up Dead,01-02-2023,"Thriller, Crime", English,351483918,170000000,Australia,57
248,Fifty Shades of Grey,12-02-2015,"Drama, Romance, Thriller", English,570794950,40000000,Australia,59
249,Harry Potter and the Deathly Hallows: Part 2,13-07-2011,"Fantasy, Adventure", English,1341511219,125000000,Australia,81
250,The Help,01-09-2011,Drama, English,213120004,25000000,Australia,82
251,"Monsters, Inc.",26-12-2001,"Animation, Comedy, Family", English,560483719,115000000,Australia,78
252,The Ice Age Adventures of Buck Wild,25-03-2022,"Animation, Comedy, Adventure, Family", English,508164908,143000000,Australia,67
253,Samaritan,25-08-2022,"Action, Crime, Science Fiction", English,380428883,100000000,United States,68
254,Godzilla vs. Kong,24-03-2021,"Action, Fantasy, Science Fiction", English,468043852,155000000,Australia,77
255,Paradise City,01-01-2023,"Action, Crime, Thriller", English,161597374.4,20000000,Australia,58
256,Shang-Chi and the Legend of the Ten Rings,02-09-2021,"Action, Adventure, Fantasy", English,432224634,150000000,Australia,76
257,Zack Snyder's Justice League,18-03-2021,"Action, Adventure, Fantasy, Science Fiction", English,136635234.2,70000000,Australia,82
258,Lightyear,16-06-2022,"Animation, Action, Adventure, Family, Science Fiction", English,218768299,200000000,Australia,71
259,Ritual,07-09-2022,Thriller," Dutch, Flemish",502443287.6,102400000,Belgium,71
260,Love at First Kiss,03-03-2023,"Romance, Comedy"," Spanish, Castilian",324436308.4,178400000,United States,62
261,The Last Client,20-06-2022,"Thriller, Crime", Danish,426175485.2,149400000,Denmark,76
262,Suzume,13-04-2023,"Animation, Drama, Adventure, Fantasy", Japanese,102258981,8224023.8,Australia,82
263,Pirates of the Caribbean: At World's End,24-05-2007,"Adventure, Fantasy, Action", English,961000000,300000000,Australia,72
264,King Shakir Recycle,14-07-2022,"Animation, Adventure, Family, Action, Comedy, Science Fiction", Turkish,387787979,87200000,Turkey,57
265,The School for Good and Evil,19-10-2022,Fantasy, English,750323829.8,137000000,Australia,72
266,Monstrous,13-05-2022,"Horror, Mystery, Thriller", English,138450,6320000,United States,60
267,Shrek 2,17-06-2004,"Animation, Family, Comedy, Fantasy, Adventure, Romance", English,935253978,70000000,Australia,72
268,The Unbearable Weight of Massive Talent,21-04-2022,"Action, Comedy, Crime", English,29116320,30000000,Australia,68
269,Fifty Shades Freed,17-01-2018,"Drama, Romance", English,371985018,55000000,Australia,67
270,El tirabeque,25-11-2022,Comedy," Spanish, Castilian",38139010,15541000,Spain,30
271,The Battle at Lake Changjin: Water Gate Bridge,11-02-2022,"War, History, Action, Drama", Chinese,626203271,200000000,Australia,69
272,Spider-Man: Into the Spider-Verse,13-12-2018,"Action, Adventure, Animation, Science Fiction", English,375540831,90000000,Australia,84
273,Harry Potter and the Deathly Hallows: Part 1,13-11-2010,"Adventure, Fantasy", English,954305868,250000000,Australia,78
274,Emily the Criminal,08-06-2022,"Crime, Drama, Thriller", English,572201947,116200000,Australia,68
275,Emergency Declaration,03-08-2022,"Action, Drama, Mystery, Thriller", Korean,19200000,18052672,South Korea,77
276,Blood,27-01-2023,"Thriller, Horror", English,297177664,107000000,United States,58
277,Memory,05-07-2022,"Action, Thriller, Crime", English,11300000,63400000,Australia,70
278,Orgasm Lecture 2,20-02-2020,Drama, Korean,1569323844,201000000,South Korea,100
279,Whisper,23-01-2022,"Horror, Thriller", English,211802400.4,20000,United Kingdom,64
280,The Shack,27-04-2017,"Drama, Fantasy", English,96860808,20000000,Australia,75
281,Eternals,04-11-2021,"Science Fiction, Action, Adventure", English,401731759,200000000,Australia,70
282,Doraemon: Nobita's Little Star Wars 2021,04-03-2022,"Animation, Science Fiction, Adventure", Japanese,590124290.8,109000000,Japan,57
283,Dog,17-03-2022,"Drama, Comedy", English,84677678,15000000,Australia,74
284,The Invitation,25-08-2022,"Horror, Thriller", English,354836,1000000,Australia,64
285,The Conjuring: The Devil Made Me Do It,03-06-2021,"Horror, Mystery, Thriller", English,200266441,40000000,Australia,75
286,3-D Sex and Zen: Extreme Ecstasy,14-04-2011,"Drama, Adventure, Romance, Action, History", Cantonese,10308238,3500000,Hong Kong,48
287,Control,23-09-2022,"Science Fiction, Thriller, Mystery", English,8902141,6400000,United States,54
288,Mortal Kombat,22-04-2021,"Action, Fantasy, Adventure", English,83508259,55000000,Australia,71
289,Mortal Kombat,22-04-2021,"Action, Fantasy, Adventure", English,122133227,20000000,Australia,71
290,Pirates of the Caribbean: The Curse of the Black Pearl,11-09-2003,"Adventure, Fantasy, Action", English,655011224,140000000,Australia,78
291,Clifford the Big Red Dog,30-12-2021,"Family, Adventure, Comedy, Fantasy", English,78418101,64000000,Australia,72
292,Dragon Knight,21-03-2022,"Fantasy, Adventure, Action", English,526557525.4,149000000,United Kingdom,69
293,Cruella,27-05-2021,"Comedy, Crime", English,233503234,200000000,Australia,81
294,The Suicide Squad,05-08-2021,"Action, Comedy, Adventure", English,167097737,185000000,Australia,76
295,Drifting Home,16-09-2022,"Animation, Drama, Fantasy, Adventure", Japanese,583004188.8,119000000,Japan,76
296,The Bad Guys,31-03-2022,"Animation, Action, Adventure, Crime, Comedy, Family", English,250659286,70000000,Australia,77
297,The Remaining,05-09-2014,"Thriller, Horror", English,1169603,7270000,United States,59
298,The Last: Naruto the Movie,06-12-2014,"Action, Romance, Animation", Japanese,19840000,903852,Japan,78
299,Pirates of the Caribbean: On Stranger Tides,19-05-2011,"Adventure, Action, Fantasy", English,1045713802,379000000,Australia,65
300,There's Something Wrong with the Children,17-01-2023,"Horror, Mystery, Thriller", English,463920468,97200000,United States,61
301,Prom Pact,31-03-2023,"Romance, Comedy", English,412160901,96200000,Australia,75
302,Coco,26-12-2017,"Family, Animation, Fantasy, Music, Comedy, Adventure", English,797660271,175000000,Australia,82
303,The Sea Beast,08-07-2022,"Animation, Adventure, Family, Fantasy", English,649271677.4,116200000,Australia,75
304,Toy Story,07-12-1995,"Animation, Adventure, Family, Comedy", English,365270951,30000000,Australia,80
305,The Boss Baby: Family Business,25-11-2021,"Animation, Comedy, Adventure, Family", English,146281732,82000000,Australia,75
306,Housewife Sex Slaves: Hatano Yui,09-01-2015,, Japanese,175269998.8,167540000,Japan,0
307,The Independent,02-11-2022,"Thriller, Drama", English,522029092.4,80000000,United States,73
308,Joseph,16-04-1995,"Drama, History", English,865531384,143260000,United States,82
309,Fullmetal Alchemist: The Revenge of Scar,20-05-2022,"Fantasy, Action, Adventure", Japanese,614097908.4,120400000,Japan,68
310,Titanic,18-12-1997,"Drama, Romance", English,2222985568,200000000,Australia,79
311,The Hunger Games: Mockingjay - Part 1,20-11-2014,"Science Fiction, Adventure, Thriller", English,766575131,125000000,Australia,68
312,The Autopsy of Jane Doe,09-12-2016,"Horror, Mystery", English,5972942,24570496.6,Australia,67
313,Corrective Measures,29-04-2022,"Action, Science Fiction, Thriller", English,354205502.2,105000000,United States,52
314,The Jack in the Box: Awakening,03-01-2022,Horror, English,195189,35442225.8,United Kingdom,64
315,Choose or Die,15-04-2022,"Horror, Thriller, Science Fiction", English,474753914.4,174000000,United Kingdom,54
316,Project Wolf Hunting,13-10-2022,"Action, Thriller, Horror", Korean,220908446.2,115200000,Australia,65
317,Lost Bullet 2,10-11-2022,"Action, Crime, Thriller", French,377993107,122800000,France,65
318,Crawlspace,31-03-2022,Thriller, English,660008190.4,110600000,United States,66
319,The Good Neighbor,01-09-2022,Thriller, English,94909,105,Australia,71
320,The Trapped 13: How We Survived The Thai Cave,05-10-2022,Documentary, Thai,767228967.6,111600000,Thailand,69
321,Groot's First Steps,10-08-2022,"Animation, Family, Comedy, Science Fiction", English,730150001.2,131400000,United States,71
322,Son of God,28-02-2014,Drama, English,70949793,22000000,United States,69
323,Sword Art Online the Movie -Progressive- Aria of a Starless Night,09-12-2021,"Animation, Action, Fantasy, Science Fiction", Japanese,14037060,20011197,Australia,80
324,Summer Ghost,12-11-2021,"Animation, Drama, Mystery, Fantasy", Japanese,632203108.6,107200000,Japan,72
325,Resident Evil: Welcome to Raccoon City,09-12-2021,"Horror, Science Fiction, Action", English,41909091,25000000,Australia,61
326,Laid-Back Camp The Movie,01-07-2022,"Animation, Comedy", Japanese,7283918,13187504.6,Japan,76
327,The Pale Blue Eye,22-12-2022,"Mystery, Thriller", English,214883443.8,72000000,Australia,70
328,The Lion King,25-08-1994,"Family, Animation, Drama", English,1647733638,260000000,Australia,83
329,The Lion King,25-08-1994,"Family, Animation, Drama", English,986193783,79300000,Australia,83
330,Avengers: Age of Ultron,23-04-2015,"Action, Adventure, Science Fiction", English,1395316979,365000000,Australia,73
331,Me Before You,16-06-2016,"Drama, Romance", English,208064908,20000000,Australia,79
332,Luca,18-06-2021,"Animation, Comedy, Fantasy, Adventure", English,49750471,200000000,Australia,79
333,Pirates of the Caribbean: Dead Man's Chest,06-07-2006,"Adventure, Fantasy, Action", English,1065659812,200000000,Australia,73
334,The Menu,18-11-2022,"Horror, Thriller, Comedy", English,73040804,30000000,Australia,72
335,Ice Age,21-03-2002,"Animation, Comedy, Family, Adventure", English,386116343,65000000,Australia,73
336,Eureka: Eureka Seven Hi-Evolution,26-11-2021,"Animation, Drama, Adventure, Science Fiction", Japanese,350558192.6,139600000,Japan,61
337,The Little Mermaid,05-07-1990,"Animation, Family, Fantasy", English,211343479,40000000,Australia,73
338,Shrek Forever After,02-07-2010,"Comedy, Adventure, Fantasy, Animation, Family", English,756244673,165000000,Australia,63
339,Ghostbusters: Afterlife,01-01-2022,"Fantasy, Comedy, Adventure", English,203614138,75000000,Australia,75
